code,URIEL,learned,distance,name,joshi,family
rnp,True,False,True,Rongpo,,Sino-Tibetan
rnr,False,False,True,Nari Nari,,Pama-Nyungan
rnw,False,False,True,Rungwa,,Atlantic-Congo
rob,False,False,True,Tae',,Austronesian
roc,False,False,True,Cacgia Roglai,,Austronesian
rod,False,False,True,Rogo,,Atlantic-Congo
roe,False,False,True,Ronji,,Austronesian
rof,False,False,True,Rombo,,Atlantic-Congo
rog,True,False,True,Northern Roglai,,Austronesian
roh,True,False,True,Romansh,1.0,Indo-European
rol,False,False,True,Romblomanon,,Austronesian
rom,True,False,True,Romany,,Indo-European
ron,True,True,True,Romanian,3.0,Indo-European
roo,True,True,True,Rotokas,0.0,North Bougainville
rop,True,True,True,Kriol,0.0,Indo-European
ror,False,False,True,Rongga,,Austronesian
rou,True,False,True,Runga,0.0,Maban
row,False,False,True,Dela-Oenale,,Austronesian
rpn,False,False,True,Repanbitip,,Austronesian
rpt,False,False,True,Rapting,,Nuclear Trans New Guinea
rri,False,False,True,Ririo,,Austronesian
rro,True,True,True,Waima,,Austronesian
rrt,False,False,True,Arritinngithigh,,Pama-Nyungan
rsb,False,False,True,Romano-Serbian,,Indo-European
rsi,False,False,True,Rennellese Sign Language,,Artificial Language
rsl,True,False,True,Russian Sign Language,0.0,Sign Language
rsm,False,False,True,?,,Sign Language
rtc,False,False,True,Rungtu Chin,,Bookkeeping
rth,True,False,True,Ratahan,,Austronesian
rtm,True,False,True,Rotuman,0.0,Austronesian
rts,False,False,True,Yurats,,Uralic
rtw,False,False,True,Rathawi,,Indo-European
rub,False,False,True,Gungu,,Atlantic-Congo
ruc,False,False,True,Ruuli,,Atlantic-Congo
rue,False,False,True,Rusyn,1.0,Indo-European
ruf,False,True,True,Luguru,,Atlantic-Congo
rug,True,False,True,Roviana,0.0,Austronesian
ruh,False,False,True,Ruga,,Sino-Tibetan
rui,False,False,True,Rufiji,,Bookkeeping
ruk,False,False,True,Che,,Atlantic-Congo
run,True,False,True,Rundi,0.0,Atlantic-Congo
ruo,True,False,True,Istro Romanian,,Indo-European
rup,False,True,True,Macedo-Romanian,,Indo-European
ruq,False,False,True,Megleno Romanian,,Indo-European
rus,True,True,True,Russian,4.0,Indo-European
rut,True,False,True,Rutul,0.0,Nakh-Daghestanian
ruu,False,False,True,Lanas Lobu,,Austronesian
ruy,False,False,True,Mala (Nigeria),,Unattested
ruz,False,False,True,Ruma,,Unattested
rwa,True,False,True,Rawo,,Sko
rwk,False,False,True,Rwa,,Atlantic-Congo
rwm,False,False,True,Amba (Uganda),,Atlantic-Congo
rwo,True,True,True,Rawa,0.0,Nuclear Trans New Guinea
rwr,False,False,True,Marwari (India),,Indo-European
rxd,False,False,True,Ngardi,,Pama-Nyungan
rxw,False,False,True,Karuwali,,Pama-Nyungan
ryn,False,False,True,Northern Amami-Oshima,,Japonic
rys,False,False,True,Yaeyama,,Japonic
ryu,True,False,True,Central Okinawan,,Japonic
rzh,False,False,True,?,,Afro-Asiatic
saa,False,False,True,Saba,,Afro-Asiatic
sab,True,True,True,Buglere,0.0,Chibchan
sac,True,False,True,Meskwaki,,Algic
sad,True,False,True,Sandawe,0.0,?
sae,True,False,True,Sabanê,,Nambiquaran
saf,False,False,True,Safaliba,,Atlantic-Congo
sag,True,True,True,Sango,1.0,Atlantic-Congo
sah,True,False,True,Yakut,0.0,Turkic
saj,True,False,True,Sahu,0.0,North Halmahera
sak,False,False,True,Sake,,Atlantic-Congo
sam,False,False,True,Samaritan Aramaic,,Afro-Asiatic
san,True,False,True,Sanskrit,2.0,Indo-European
sao,False,False,True,Sause,,?
sap,False,False,True,?,,Bookkeeping
saq,False,False,True,Samburu,,Nilotic
sar,False,False,True,Saraveca,,Arawakan
sas,True,False,True,Sasak,,Austronesian
sat,True,True,True,Santali,1.0,Austroasiatic
sau,False,False,True,Saleman,,Austronesian
sav,False,False,True,Saafi-Saafi,,Atlantic-Congo
saw,False,False,True,Sawi,,Nuclear Trans New Guinea
sax,False,False,True,Sa,,Austronesian
say,False,False,True,Saya,,Afro-Asiatic
saz,True,False,True,Saurashtra,,Indo-European
sba,True,True,True,Ngambay,0.0,Central Sudanic
sbb,False,False,True,Simbo,,Austronesian
sbc,True,False,True,Kele (Papua New Guinea),,Austronesian
sbd,False,False,True,Southern Samo,,Mande
sbe,True,True,True,Saliba,0.0,Austronesian
sbf,True,False,True,Chabu,,?
sbg,False,False,True,Seget,,West Bird's Head
sbh,False,False,True,Sori-Harengan,,Austronesian
sbi,False,False,True,Seti,,Nuclear Torricelli
sbj,False,False,True,Surbakhal,,Maban
sbk,False,False,True,Safwa,,Atlantic-Congo
sbl,False,True,True,Botolan Sambal,,Austronesian
sbm,False,False,True,Sagala,,Atlantic-Congo
sbn,False,False,True,Sindhi Bhil,,Indo-European
sbo,False,False,True,Sabüm,,Austroasiatic
sbp,False,False,True,Sangu (Tanzania),,Atlantic-Congo
sbq,False,False,True,Sileibi,,Nuclear Trans New Guinea
sbr,False,False,True,Sembakung Murut,,Austronesian
sbs,True,False,True,Subiya,0.0,Atlantic-Congo
sbt,False,False,True,Kimki,,?
sbu,True,False,True,Stod Bhoti,,Sino-Tibetan
sbv,False,False,True,Sabine,,Indo-European
sbw,False,False,True,Simba,,Atlantic-Congo
sbx,False,False,True,Seberuang,,Austronesian
sby,False,False,True,Soli,,Atlantic-Congo
sbz,False,False,True,Sara Kaba,,Central Sudanic
sca,False,False,True,?,,Bookkeeping
scb,False,False,True,Chut,,Austroasiatic
sce,True,False,True,Dongxiang,,Mongolic-Khitan
scf,False,False,True,San Miguel Creole French,,Indo-European
scg,False,False,True,Sanggau,,Austronesian
sch,False,False,True,Sakachep,,Sino-Tibetan
sci,False,False,True,Sri Lankan Creole Malay,,Austronesian
sck,False,False,True,Sadri,,Indo-European
scl,True,False,True,Shina,0.0,Indo-European
scn,True,False,True,Sicilian,1.0,Indo-European
sco,False,False,True,Scots,1.0,Indo-European
scp,False,False,True,Helambu Sherpa,,Sino-Tibetan
scq,False,False,True,Sa'och,,Austroasiatic
scs,True,False,True,North Slavey,,Athabaskan-Eyak-Tlingit
scu,False,False,True,Shumcho,,Sino-Tibetan
scv,False,False,True,Sheni,,Atlantic-Congo
scw,False,False,True,Sha,,Afro-Asiatic
scx,False,False,True,Sicel,,Unclassifiable
scy,False,False,True,?,,Indo-European
sda,True,True,True,Toraja-Sa'dan,,Austronesian
sdb,False,False,True,Shabak,,Indo-European
sdc,False,False,True,Sassarese Sardinian,,Indo-European
sde,False,False,True,Surubu,,Atlantic-Congo
sdf,False,False,True,Sarli,,Indo-European
sdg,True,False,True,Savi,0.0,Indo-European
sdh,False,False,True,Southern Kurdish,,Indo-European
sdj,False,False,True,Suundi,,Atlantic-Congo
sdk,False,False,True,Sos Kundi,,Ndu
sdl,False,False,True,Saudi Arabian Sign Language,,Sign Language
sdm,True,False,True,Semandang,0.0,Austronesian
sdn,False,False,True,Gallurese Sardinian,,Indo-European
sdo,True,False,True,Bukar-Sadung Bidayuh,,Austronesian
sdp,True,False,True,Sherdukpen,0.0,Sino-Tibetan
sdr,False,False,True,Oraon Sadri,,Indo-European
sds,False,False,True,Sened,,Afro-Asiatic
sdt,False,False,True,Shuadit,,Bookkeeping
sdu,False,False,True,Sarudu,,Austronesian
sdx,False,False,True,Sibu Melanau,,Austronesian
sdz,False,False,True,Sallands,,Indo-European
sea,True,False,True,Semai,0.0,Austroasiatic
seb,False,False,True,Shempire Senoufo,,Atlantic-Congo
sec,False,False,True,Sechelt,,Salishan
sed,True,False,True,Sedang,0.0,Austroasiatic
see,True,False,True,Seneca,0.0,Iroquoian
sef,True,False,True,Cebaara Senoufo,,Atlantic-Congo
seg,False,False,True,Segeju,,Atlantic-Congo
seh,True,True,True,Sena,0.0,Atlantic-Congo
sei,True,False,True,Seri,0.0,?
sej,False,False,True,Sene,,Nuclear Trans New Guinea
sek,False,False,True,Sekani,,Athabaskan-Eyak-Tlingit
sel,True,False,True,Selkup,0.0,Uralic
sen,True,False,True,Nanerigé Sénoufo,,Atlantic-Congo
seo,False,False,True,Suarmin,,?
sep,False,False,True,Sìcìté Sénoufo,,Atlantic-Congo
seq,True,False,True,Senara Sénoufo,,Atlantic-Congo
ser,True,False,True,Serrano,0.0,Uto-Aztecan
ses,True,True,True,Koyraboro Senni Songhai,,Songhay
set,True,False,True,Sentani,0.0,Sentanic
seu,False,False,True,Serui-Laut,,Austronesian
sev,False,False,True,Nyarafolo Senoufo,,Atlantic-Congo
sew,False,False,True,Sewa Bay,,Austronesian
sey,True,True,True,Secoya,0.0,Tucanoan
sez,False,False,True,Senthang Chin,,Sino-Tibetan
sfb,False,False,True,Langue des signes de Belgique Francophone,,Sign Language
sfe,False,False,True,Eastern Subanen,,Austronesian
sfm,False,False,True,Small Flowery Miao,,Hmong-Mien
sfs,False,False,True,South African Sign Language,,Sign Language
sfw,False,False,True,Sehwi,,Atlantic-Congo
sga,False,False,True,Old Irish (to 900),,Indo-European
sgb,False,True,True,Mag-antsi Ayta,,Austronesian
sgc,False,False,True,Kipsigis,,Nilotic
sgd,False,False,True,Surigaonon,,Austronesian
sge,False,False,True,Segai,,Austronesian
sgg,False,False,True,Swiss-German Sign Language,,Sign Language
sgh,True,False,True,Shughni,0.0,Indo-European
sgi,False,False,True,Suga,,Atlantic-Congo
sgj,False,False,True,Surgujia,,Indo-European
sgk,False,False,True,Sangkong,,Sino-Tibetan
sgl,True,False,True,?,,Indo-European
sgm,False,False,True,Singa,,Atlantic-Congo
sgo,False,False,True,?,,Bookkeeping
sgp,False,False,True,Singpho,,Sino-Tibetan
sgr,False,False,True,Sangisari,,Indo-European
sgs,False,False,True,Samogitian,1.0,Indo-European
sgt,False,False,True,Brokpake,,Sino-Tibetan
sgu,False,False,True,Salas,,Austronesian
sgw,True,False,True,Sebat Bet Gurage,,Afro-Asiatic
sgx,False,False,True,Sierra Leone Sign Language,,Sign Language
sgy,False,False,True,Sanglechi,,Indo-European
sgz,True,True,True,Sursurunga,0.0,Austronesian
sha,True,False,True,Shall-Zwall,,Atlantic-Congo
shb,True,False,True,Ninam,,Yanomamic
shc,False,False,True,Sonde,,Atlantic-Congo
shd,False,False,True,Kundal Shahi,,Indo-European
she,False,False,True,Sheko,,Dizoid
shg,True,False,True,Shua,,Khoe-Kwadi
shh,True,False,True,Shoshoni,,Uto-Aztecan
shi,True,False,True,Tachelhit,,Afro-Asiatic
shj,True,False,True,Shatt,0.0,Dajuic
shk,True,False,True,Shilluk,0.0,Nilotic
shl,False,False,True,Shendu,,Sino-Tibetan
shm,True,False,True,Shahrudi,,Indo-European
shn,True,True,True,Shan,0.0,Tai-Kadai
sho,False,False,True,Shanga,,Mande
shp,True,True,True,Shipibo-Conibo,,Pano-Tacanan
shq,False,False,True,Sala,,Atlantic-Congo
shr,False,False,True,Shi,,Atlantic-Congo
shs,True,False,True,Shuswap,0.0,Salishan
sht,True,False,True,Shasta,0.0,Shastan
shu,True,True,True,Chadian Arabic,,Afro-Asiatic
shv,True,False,True,Shehri,,Afro-Asiatic
shw,False,False,True,Shwai,,Heibanic
shx,False,False,True,She,,Hmong-Mien
shy,True,False,True,Tachawit,,Afro-Asiatic
shz,False,False,True,Syenara Senoufo,,Atlantic-Congo
sia,False,False,True,Akkala Sami,,Uralic
sib,False,False,True,Sebop,,Austronesian
sic,False,False,True,?,,Bookkeeping
sid,True,False,True,Sidamo,,Afro-Asiatic
sie,False,False,True,Simaa,,Atlantic-Congo
sif,True,False,True,Siamou,,?
sig,False,False,True,Paasaal,,Atlantic-Congo
sih,False,False,True,Zire,,Austronesian
sii,False,False,True,Shom Peng,,?
sij,False,False,True,Numbami,,Austronesian
sik,False,False,True,Sikiana,,Bookkeeping
sil,False,False,True,Tumulung Sisaala,,Atlantic-Congo
sim,False,True,True,Mende (Papua New Guinea),,Sepik
sin,True,False,True,Sinhala,0.0,Indo-European
sip,True,False,True,Sikkimese,0.0,Sino-Tibetan
siq,False,False,True,Sonia,,Bosavi
sir,False,False,True,Siri,,Afro-Asiatic
sis,True,False,True,Siuslaw,0.0,?
siu,False,False,True,Sinagen,,Nuclear Torricelli
siv,False,False,True,Sumariup,,Sepik
siw,True,False,True,Siwai,,South Bougainville
six,False,False,True,Sumau,,Nuclear Trans New Guinea
siy,False,False,True,Sivandi,,Indo-European
siz,True,False,True,Siwi,,Afro-Asiatic
sja,True,True,True,Epena,,Chocoan
sjb,False,False,True,Sajau Basap,,Austronesian
sjd,True,False,True,Kildin Sami,,Uralic
sje,False,False,True,Pite Sami,,Uralic
sjg,True,False,True,Assangori,,Tamaic
sjk,False,False,True,Kemi Sami,,Uralic
sjl,False,False,True,Sajalong,,Sino-Tibetan
sjm,False,False,True,Mapun,,Austronesian
sjn,False,False,True,Sindarin,,Artificial Language
sjo,False,False,True,Xibe,,Tungusic
sjp,False,False,True,Surjapuri,,Indo-European
sjr,True,False,True,Siar-Lak,,Austronesian
sjs,False,False,True,Senhaja De Srair,,Afro-Asiatic
sjt,False,False,True,Ter Sami,,Uralic
sju,False,False,True,Ume Sami,,Uralic
sjw,True,False,True,Shawnee,0.0,Algic
ska,False,False,True,Skagit,,Salishan
skb,True,False,True,Saek,0.0,Tai-Kadai
skc,False,False,True,Ma Manda,,Nuclear Trans New Guinea
skd,True,False,True,Southern Sierra Miwok,,Miwok-Costanoan
ske,False,False,True,Seke (Vanuatu),,Austronesian
skf,True,False,True,Sakirabiá,,Tupian
skg,False,False,True,Sakalava Malagasy,,Austronesian
skh,True,False,True,Sikule,0.0,Austronesian
ski,True,False,True,Sika,0.0,Austronesian
skj,True,False,True,Seke (Nepal),,Sino-Tibetan
skk,False,False,True,Sok,,Austroasiatic
skm,False,False,True,Kutong,,Nuclear Trans New Guinea
skn,False,False,True,Kolibugan Subanon,,Austronesian
sko,False,False,True,Seko Tengah,,Austronesian
skp,False,False,True,Sekapan,,Austronesian
skq,False,False,True,Sininkere,,Mande
skr,False,False,True,Saraiki,,Indo-European
sks,False,False,True,Maia,,Nuclear Trans New Guinea
skt,False,False,True,Sakata,,Atlantic-Congo
sku,True,False,True,Sakao,0.0,Austronesian
skv,True,False,True,Skou,0.0,Sko
skw,False,False,True,Skepi Creole Dutch,,Indo-European
skx,False,False,True,Seko Padang,,Austronesian
sky,False,False,True,Sikaiana,,Austronesian
skz,False,False,True,Sekar,,Austronesian
slc,True,False,True,Sáliba,0.0,Saliban
sld,True,False,True,Sissala,,Atlantic-Congo
sle,False,False,True,Sholaga,,Dravidian
slf,False,False,True,Swiss-Italian Sign Language,,Sign Language
slg,False,False,True,Selungai Murut,,Austronesian
slh,True,False,True,Southern Puget Sound Salish,,Salishan
sli,False,False,True,Lower Silesian,,Indo-European
slj,False,False,True,Salumá,,Bookkeeping
slk,True,True,True,Slovak,3.0,Indo-European
sll,True,True,True,Salt-Yui,0.0,Nuclear Trans New Guinea
slm,False,False,True,Pangutaran Sama,,Austronesian
sln,True,False,True,Salinan,0.0,?
slp,True,False,True,Lamaholot,0.0,Austronesian
slq,False,False,True,Salchuq,,Bookkeeping
slr,True,False,True,Salar,0.0,Turkic
sls,False,False,True,Singapore Sign Language,,Bookkeeping
slt,False,False,True,Sila,0.0,Sino-Tibetan
slu,True,False,True,Selaru,0.0,Austronesian
slv,True,True,True,Slovenian,3.0,Indo-European
slw,False,False,True,Sialum,,Nuclear Trans New Guinea
slx,False,False,True,Salampasu,,Atlantic-Congo
sly,True,False,True,Selayar,0.0,Austronesian
slz,True,False,True,Ma'ya,0.0,Austronesian
sma,True,False,True,Southern Sami,,Uralic
smb,False,False,True,Simbari,,Angan
smc,False,False,True,Som,,Nuclear Trans New Guinea
smd,False,False,True,Sama,0.0,Atlantic-Congo
sme,True,False,True,Northern Sami,1.0,Uralic
smf,False,False,True,Auwe,,Border
smg,False,False,True,Simbali,,Baining
smh,False,False,True,Samei,,Sino-Tibetan
smj,False,False,True,Lule Sami,,Uralic
smk,False,True,True,Bolinao,,Austronesian
sml,False,False,True,Central Sama,,Austronesian
smm,False,False,True,Musasa,,Indo-European
smn,False,False,True,Inari Sami,,Uralic
smo,True,True,True,Samoan,1.0,Austronesian
smp,False,False,True,Samaritan,,Afro-Asiatic
smq,True,False,True,Samo,,East Strickland
smr,True,False,True,Simeulue,0.0,Austronesian
sms,False,False,True,Skolt Sami,,Uralic
smt,False,False,True,Simte,,Sino-Tibetan
smu,False,False,True,Somray,,Austroasiatic
smv,False,False,True,Samvedi,,Indo-European
smw,False,False,True,Sumbawa,,Austronesian
smx,False,False,True,Samba,,Atlantic-Congo
smy,False,False,True,Semnani,,Indo-European
smz,False,False,True,Simeku,,South Bougainville
sna,True,True,True,Shona,1.0,Atlantic-Congo
snb,False,False,True,Sebuyau,,Austronesian
snc,True,True,True,Sinaugoro,0.0,Austronesian
snd,True,True,True,Sindhi,1.0,Indo-European
sne,False,False,True,Bau Bidayuh,,Austronesian
snf,True,True,True,Noon,,Atlantic-Congo
sng,False,False,True,Sanga (Democratic Republic of Congo),,Atlantic-Congo
snh,False,False,True,Shinabo,,Unattested
sni,False,False,True,Sensi,,Pano-Tacanan
snj,False,False,True,Riverain Sango,,Atlantic-Congo
snk,True,False,True,Soninke,0.0,Mande
snl,False,False,True,Sangil,,Austronesian
snm,False,False,True,Southern Ma'di,,Central Sudanic
snn,True,True,True,Siona,0.0,Tucanoan
sno,False,False,True,Snohomish,,Salishan
snp,True,True,True,Siane,0.0,Nuclear Trans New Guinea
snq,True,False,True,Sangu (Gabon),,Atlantic-Congo
snr,False,False,True,Sihan,,Nuclear Trans New Guinea
sns,False,False,True,South West Bay,,Austronesian
snu,False,False,True,Senggi,,Border
snv,True,False,True,Sa'ban,0.0,Austronesian
snw,False,False,True,Selee,,Atlantic-Congo
snx,False,False,True,Sam,,Nuclear Trans New Guinea
sny,False,True,True,Saniyo-Hiyewe,,Sepik
snz,False,False,True,Sinsauru,,Nuclear Trans New Guinea
soa,False,False,True,Thai Song,,Tai-Kadai
sob,True,False,True,Sobei,0.0,Austronesian
soc,False,False,True,So (Democratic Republic of Congo),,Atlantic-Congo
sod,False,False,True,Songoora,,Atlantic-Congo
soe,False,False,True,Songomeno,,Atlantic-Congo
sog,False,False,True,Sogdian,,Indo-European
soh,False,False,True,Aka,0.0,Eastern Jebel
soi,False,False,True,Sonha,,Indo-European
soj,False,False,True,Soi,,Indo-European
sok,False,False,True,Sokoro,,Afro-Asiatic
sol,False,False,True,Solos,,Austronesian
som,True,True,True,Somali,1.0,Afro-Asiatic
soo,False,False,True,Songo,,Atlantic-Congo
sop,True,True,True,Songe,0.0,Atlantic-Congo
soq,False,True,True,Kanasi,,Dagan
sor,False,False,True,Somrai,,Afro-Asiatic
sos,False,False,True,Seeku,,Mande
sot,True,True,True,Southern Sotho,0.0,Atlantic-Congo
sou,False,False,True,Southern Thai,,Tai-Kadai
sov,True,False,True,Sonsorol,,Austronesian
sow,False,False,True,Sowanda,,Border
sox,False,False,True,Swo,,Atlantic-Congo
soy,False,True,True,Miyobe,,Atlantic-Congo
soz,False,False,True,Temi,,Atlantic-Congo
spa,True,True,True,Spanish,5.0,Indo-European
spb,False,False,True,Sepa (Indonesia),,Austronesian
spc,False,False,True,Sapé,,?
spd,False,False,True,Saep,,Nuclear Trans New Guinea
spe,False,False,True,Sepa (Papua New Guinea),,Austronesian
spg,False,False,True,Sian,,Austronesian
spi,False,False,True,Saponi,,Lakes Plain
spk,False,False,True,Sengo,,Ndu
spl,True,True,True,Selepet,0.0,Nuclear Trans New Guinea
spm,False,False,True,Akukem,,Lower Sepik-Ramu
spn,False,False,True,Sanapaná,,Lengua-Mascoy
spo,True,False,True,Spokane,0.0,Salishan
spp,True,True,True,Supyire Senoufo,,Atlantic-Congo
spq,False,False,True,Loreto-Ucayali Spanish,,Indo-European
spr,False,False,True,Saparua,,Austronesian
sps,True,True,True,Saposa,,Austronesian
spt,False,False,True,Spiti Bhoti,,Sino-Tibetan
spu,True,False,True,Sapuan,0.0,Austroasiatic
spv,False,False,True,Sambalpuri,,Indo-European
spx,False,False,True,South Picene,,Indo-European
spy,True,False,True,Sabaot,,Nilotic
sqa,False,False,True,Shama-Sambuga,,Atlantic-Congo
sqh,False,False,True,Shau,,Atlantic-Congo
sqi,False,False,True,Albanian,1.0,Indo-European
sqk,False,False,True,Albanian Sign Language,,Sign Language
sqm,False,False,True,Suma,,Atlantic-Congo
sqn,False,False,True,Susquehannock,,Iroquoian
sqo,False,False,True,Sorkhei,,Indo-European
sqq,False,False,True,Sou,,Austroasiatic
sqr,False,False,True,Siculo Arabic,,?
sqs,False,False,True,Sri Lankan Sign Language,,Sign Language
sqt,True,False,True,Soqotri,0.0,Afro-Asiatic
squ,True,False,True,Squamish,0.0,Salishan
sra,False,False,True,Saruga,,Nuclear Trans New Guinea
srb,True,False,True,Sora,0.0,Austroasiatic
src,False,False,True,Logudorese Sardinian,,Indo-European
srd,False,False,True,Sardinian,1.0,?
sre,False,False,True,Sara,,Austronesian
srf,False,False,True,Nafi,,Austronesian
srg,False,False,True,Sulod,,Austronesian
srh,False,False,True,Sarikoli,,Indo-European
sri,True,True,True,Siriano,0.0,Tucanoan
srk,False,False,True,Serudung Murut,,Austronesian
srl,True,False,True,Isirawa,0.0,Greater Kwerba
srm,True,True,True,Saramaccan,0.0,Indo-European
srn,True,True,True,Sranan Tongo,,Indo-European
sro,True,False,True,Campidanese Sardinian,,Indo-European
srp,True,True,True,Serbian,4.0,Indo-European
srq,True,True,True,Sirionó,0.0,Tupian
srr,True,False,True,Serer,,Atlantic-Congo
srs,True,False,True,Sarsi,,Athabaskan-Eyak-Tlingit
srt,False,False,True,Sauri,,Geelvink Bay
sru,True,False,True,Suruí,,Tupian
srv,False,False,True,Southern Sorsoganon,,Austronesian
srw,False,False,True,Serua,,Austronesian
srx,False,False,True,Sirmauri,,Indo-European
sry,False,False,True,Sera,,Austronesian
srz,False,False,True,Shahmirzadi,,Indo-European
ssb,True,False,True,Southern Sama,,Austronesian
ssc,False,False,True,Suba-Simbiti,,Atlantic-Congo
ssd,True,True,True,Siroi,0.0,Nuclear Trans New Guinea
sse,True,False,True,Balangingi,,Austronesian
ssf,True,False,True,Thao,0.0,Austronesian
ssg,False,True,True,Seimat,,Austronesian
ssh,False,False,True,Shihhi Arabic,,Afro-Asiatic
ssi,False,False,True,Sansi,,Indo-European
ssj,False,False,True,Sausi,,Nuclear Trans New Guinea
ssk,False,False,True,Sunam,,Sino-Tibetan
ssl,False,False,True,Western Sisaala,,Atlantic-Congo
ssm,False,False,True,Semnam,,Austroasiatic
ssn,True,False,True,Waata,,Afro-Asiatic
sso,False,False,True,Sissano,,Austronesian
ssp,True,False,True,Spanish Sign Language,,Sign Language
ssq,False,False,True,So'a,,Austronesian
ssr,False,False,True,Swiss-French Sign Language,,Sign Language
sss,False,False,True,Sô,,Austroasiatic
sst,True,False,True,Sinasina,,Nuclear Trans New Guinea
ssu,False,False,True,Susuami,,Angan
ssv,False,False,True,Shark Bay,,Austronesian
ssw,True,True,True,Swati,1.0,Atlantic-Congo
ssx,False,False,True,Samberigi,,Nuclear Trans New Guinea
ssy,True,False,True,Saho,0.0,Afro-Asiatic
ssz,False,False,True,Sengseng,,Austronesian
sta,False,False,True,Settla,,Pidgin
stb,False,False,True,Northern Subanen,,Austronesian
stc,True,False,True,?,,Bookkeeping
std,False,False,True,Sentinel,,Unattested
ste,False,False,True,Liana-Seti,,Austronesian
stf,False,False,True,Seta,,Nuclear Torricelli
stg,False,False,True,Trieng,,Austroasiatic
sth,False,False,True,Shelta,,Speech Register
sti,False,False,True,Bulo Stieng,,Austroasiatic
stj,False,False,True,Matya Samo,,Mande
stk,False,False,True,Arammba,,Yam
stl,False,False,True,Stellingwerfs,,Indo-European
stm,False,False,True,Setaman,,Nuclear Trans New Guinea
stn,False,False,True,Owa,,Austronesian
sto,True,False,True,Stoney,0.0,Siouan
stp,True,True,True,Southeastern Tepehuan,,Uto-Aztecan
stq,False,False,True,Saterfriesisch,,Indo-European
str,True,False,True,Straits Salish,,Salishan
sts,False,False,True,Shumashti,,Indo-European
stt,True,False,True,Budeh Stieng,,Austroasiatic
stu,False,False,True,Samtao,,Austroasiatic
stv,False,False,True,Silt'e,,Afro-Asiatic
stw,False,False,True,Satawalese,,Austronesian
sty,False,False,True,Siberian Tatar,,Turkic
sua,True,True,True,Sulka,0.0,?
sub,True,False,True,Suku,0.0,Atlantic-Congo
suc,False,True,True,Western Subanon,,Austronesian
sue,True,True,True,Suena,0.0,Nuclear Trans New Guinea
sug,False,False,True,Suganga,,Nuclear Trans New Guinea
sui,True,False,True,Suki,0.0,Suki-Gogodala
suj,False,False,True,Shubi,,Atlantic-Congo
suk,True,True,True,Sukuma,0.0,Atlantic-Congo
sul,False,False,True,?,,Austronesian
sum,True,False,True,?,,Misumalpan
sun,True,False,True,Sundanese,1.0,Austronesian
suq,True,False,True,Suri,,Surmic
sur,True,False,True,Mwaghavul,,Afro-Asiatic
sus,True,True,True,Susu,0.0,Mande
sut,False,False,True,Subtiaba,,Otomanguean
suv,True,False,True,Puroik,,Sino-Tibetan
suw,False,False,True,Sumbwa,,Atlantic-Congo
sux,False,False,True,Sumerian,,?
suy,True,False,True,Suyá,,Nuclear-Macro-Je
suz,False,True,True,Sunwar,,Sino-Tibetan
sva,True,False,True,Svan,0.0,Kartvelian
svb,False,False,True,Ulau-Suain,,Austronesian
svc,False,False,True,Vincentian Creole English,,Indo-European
sve,False,False,True,Serili,,Austronesian
svk,False,False,True,Slovakian Sign Language,,Sign Language
svl,False,False,True,?,,Sino-Tibetan
svm,False,False,True,Slavomolisano,,Indo-European
svr,False,False,True,Savara,,Bookkeeping
svs,True,False,True,Savosavo,0.0,?
svx,False,False,True,Skalvian,,?
swa,False,False,True,Swahili (macrolanguage),2.0,?
swb,True,False,True,Maore Comorian,,Atlantic-Congo
swc,False,False,True,Congo Swahili,,Atlantic-Congo
swe,True,True,True,Swedish,4.0,Indo-European
swf,False,False,True,Sere,,Atlantic-Congo
swg,False,False,True,Swabian,,Indo-European
swh,True,True,True,Swahili (individual language),,Atlantic-Congo
swi,True,False,True,Sui,0.0,Tai-Kadai
swj,False,False,True,Sira,,Atlantic-Congo
swk,False,False,True,Malawi Sena,,Atlantic-Congo
swl,True,False,True,Swedish Sign Language,,Sign Language
swm,False,False,True,Samosa,,Nuclear Trans New Guinea
swn,False,False,True,Sawknah,,Afro-Asiatic
swo,False,False,True,Shanenawa,,Pano-Tacanan
swp,False,False,True,Suau,,Austronesian
swq,False,False,True,Sharwa,,Afro-Asiatic
swr,True,False,True,Saweru,,Yawa-Saweru
sws,False,False,True,Seluwasan,,Austronesian
swt,True,False,True,Sawila,,Timor-Alor-Pantar
swu,False,False,True,Suwawa,,Austronesian
swv,True,False,True,Shekhawati,0.0,Indo-European
sww,False,False,True,Sowa,,Austronesian
swx,True,False,True,Suruahá,,Arawan
swy,False,False,True,Sarua,,Afro-Asiatic
sxb,False,True,True,Suba,,Atlantic-Congo
sxc,False,False,True,Sicanian,,Unclassifiable
sxe,False,False,True,Sighu,,Atlantic-Congo
sxg,False,False,True,Shixing,,Sino-Tibetan
sxk,False,False,True,Southern Kalapuya,,Kalapuyan
sxl,False,False,True,Selian,,?
sxm,False,False,True,Samre,,Bookkeeping
sxn,True,False,True,Sangir,0.0,Austronesian
sxo,False,False,True,Sorothaptic,,?
sxr,False,False,True,Saaroa,,Austronesian
sxs,False,False,True,Sasaru,,Atlantic-Congo
sxu,False,False,True,Upper Saxon,,Indo-European
sxw,False,False,True,Saxwe Gbe,,Atlantic-Congo
sya,True,False,True,Siang,,Austronesian
syb,False,True,True,Central Subanen,,Austronesian
